Sentence #,Word,ANM,NER
,있다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2463,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,트럼프,O,O
,대통령과,O,O
,문,O,O
,대통령이,O,O
,분명히,O,O
,북한의,O,O
,상황에,O,O
,대한,O,O
,의견을,O,O
,교환,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,(,O,O
,한,O,O
,[UNK],O,O
,미,O,O
,),O,O
,무역,O,O
,##도,O,O
,논의,O,O
,주제,O,O
,##일,O,O
,것으로,O,O
,본다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2464,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,통화,O,O
,분위기는,O,O
,비,O,O
,##우,O,O
,##호,O,O
,##적이지,O,O
,않았다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2465,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,최근,O,O
,토니,O,O
,블링,O,O
,##컨,O,O
,미,O,O
,국무,O,O
,##장관,O,O
,##이,O,O
,한국과,O,O
,일본을,O,O
,방문해,O,O
,동맹,O,O
,##간,O,O
,협력을,O,O
,강화,O,O
,##키로,O,O
,한,O,O
,데,O,O
,대한,O,O
,대응,O,O
,조치,O,O
,##일,O,O
,수,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2466,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,최근,O,O
,이영,O,O
,##길,O,O
,##의,O,O
,복,O,O
,##장과,O,O
,계급,O,O
,##장이,O,O
,사회,O,O
,##안전,O,O
,##부에서,O,O
,군,O,O
,##으로,O,O
,바뀐,O,O
,##게,O,O
,확인됐다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,지난,O,O
,8일,O,O
,김일,O,O
,##성,O,O
,주,O,O
,##석의,O,O
,27,O,O
,##주기,O,O
,##를,O,O
,맞아,O,O
,금,O,O
,##수산,O,O
,##태,O,O
,##양,O,O
,##궁,O,O
,##전,O,O
,참,O,O
,##배,O,O
,당시,O,O
,이영,O,O
,##길,O,O
,##의,O,O
,도,O,O
,##열,O,O
,위치,O,O
,##나,O,O
,군,O,O
,##복,O,O
,##의,O,O
,형태,O,O
,등으로,O,O
,추정,O,O
,##해,O,O
,보면,O,O
,그가,O,O
,국방,O,O
,##상으로,O,O
,임명,O,O
,##됐을,O,O
,가능성이,O,O
,크다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2467,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,최근,O,O
,김일,O,O
,##성,O,O
,주,O,O
,##석,O,O
,사망,O,O
,27,O,O
,##주기,O,O
,금,O,O
,##수산,O,O
,##태,O,O
,##양,O,O
,##궁,O,O
,##전,O,O
,참,O,O
,##배,O,O
,당시,O,O
,태,O,O
,##형,O,O
,##철,O,O
,##의,O,O
,도,O,O
,##열,O,O
,위치가,O,O
,2,O,O
,##열,O,O
,중앙,O,O
,##으로,O,O
,당,O,O
,비서,O,O
,역할을,O,O
,할,O,O
,가능성이,O,O
,있고,O,O
,",",O,O
,김일,O,O
,##성,O,O
,##종합,O,O
,##대학,O,O
,총장,O,O
,##과,O,O
,고등,O,O
,##교육,O,O
,##상,O,O
,등을,O,O
,한,O,O
,경력이,O,O
,최상,O,O
,##건,O,O
,##과,O,O
,동일,O,O
,##하다는,O,O
,점,O,O
,등을,O,O
,볼,O,O
,때,O,O
,후,O,O
,##임,O,O
,##자,O,O
,##일,O,O
,가능성이,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2468,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,최,O,O
,대사,O,O
,##가,O,O
,메시지를,O,O
,받은,O,O
,직후,O,O
,회의를,O,O
,마무리하고,O,O
,정,O,O
,장관,O,O
,##과,O,O
,상의,O,O
,##해,O,O
,일단,O,O
,뺄,O,O
,수,O,O
,있는,O,O
,것은,O,O
,다,O,O
,빼,O,O
,##라고,O,O
,결정했다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2469,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,창작,O,O
,##가나,O,O
,예술,O,O
,##인을,O,O
,독,O,O
,##려,O,O
,##하는,O,O
,역할은,O,O
,선전,O,O
,##선,O,O
,##동,O,O
,##부,O,O
,담당,O,O
,업무에,O,O
,포함된,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2470,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,지난해,O,O
,12월,O,O
,##말,O,O
,한,O,O
,[UNK],O,O
,일,O,O
,정상회담,O,O
,이후,O,O
,대화,O,O
,모,O,O
,##멘,O,O
,##텀,O,O
,##을,O,O
,이어,O,O
,##받아,O,O
,서로,O,O
,해결,O,O
,##하자는,O,O
,의지,O,O
,##는,O,O
,확인,O,O
,##했다,O,O
,[UNK],O,O
,면,O,O
,##서도,O,O
,[UNK],O,O
,내용,O,O
,##적인,O,O
,측면에서,O,O
,##의,O,O
,진,O,O
,##전은,O,O
,아직,O,O
,갈,O,O
,길이,O,O
,멀,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2471,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,지난해,O,O
,12월,O,O
,##12,O,O
,##일,O,O
,북한의,O,O
,장거리,O,O
,미사일,O,O
,발사,O,O
,이후,O,O
,지금까지,O,O
,유엔,O,O
,안보,O,O
,##리는,O,O
,한,O,O
,번,O,O
,모여,O,O
,협의,O,O
,##했다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,지금은,O,O
,우리를,O,O
,포함한,O,O
,키,O,O
,##플레,O,O
,##어,O,O
,##들끼리,O,O
,안보,O,O
,##리,O,O
,대응,O,O
,조치를,O,O
,비,O,O
,##공식,O,O
,##적으로,O,O
,협의,O,O
,중,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2472,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,지난,O,O
,22일,O,O
,열린,O,O
,한,O,O
,[UNK],O,O
,일,O,O
,국,O,O
,##장,O,O
,##급,O,O
,협의,O,O
,##에서,O,O
,재단,O,O
,##이,O,O
,가능한,O,O
,조기,O,O
,##에,O,O
,발,O,O
,##족,O,O
,##할,O,O
,수,O,O
,있도록,O,O
,서로,O,O
,협의,O,O
,##하고,O,O
,",",O,O
,위안부,O,O
,피해자,O,O
,##의,O,O
,명예,O,O
,##회복,O,O
,##과,O,O
,상처,O,O
,##치,O,O
,##유,O,O
,사업에,O,O
,피해자,O,O
,##들의,O,O
,의견을,O,O
,최대한,O,O
,반영,O,O
,##해,O,O
,나가,O,O
,##자는,O,O
,##데,O,O
,뜻을,O,O
,같이,O,O
,##했다,O,O
,[UNK],O,O
,고,O,O
,전했다,O,O
,[SEP],O,O
Sentence 2473,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,제재,O,O
,##는,O,O
,유지,O,O
,##되고,O,O
,있다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,이러한,O,O
,제재,O,O
,##를,O,O
,확대,O,O
,##할지,O,O
,##를,O,O
,결정할,O,O
,##지에,O,O
,대해서는,O,O
,궁극,O,O
,##적으로,O,O
,대통령의,O,O
,결정,O,O
,##에,O,O
,달릴,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2474,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,정확한,O,O
,형식,O,O
,##에,O,O
,대해서는,O,O
,보다,O,O
,구체적인,O,O
,세부,O,O
,##사항이,O,O
,나올,O,O
,것,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,내가,O,O
,이야기,O,O
,##할,O,O
,수,O,O
,있는,O,O
,건,O,O
,지난해,O,O
,6,O,O
,[UNK],O,O
,12,O,O
,싱가포르,O,O
,정상회담,O,O
,때에,O,O
,여러분이,O,O
,본,O,O
,것과,O,O
,형식,O,O
,면에서,O,O
,비슷,O,O
,##할,O,O
,것이라는,O,O
,점,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2475,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,정,O,O
,장관은,O,O
,앞으로,O,O
,다양한,O,O
,현,O,O
,##안에,O,O
,관해,O,O
,소통을,O,O
,강화,O,O
,##하겠다고,O,O
,말,O,O
,##했고,O,O
,모,O,O
,##테,O,O
,##기,O,O
,외,O,O
,##무,O,O
,##상도,O,O
,이에,O,O
,완전히,O,O
,공감,O,O
,##하면서,O,O
,의사소,O,O
,##통을,O,O
,하겠다고,O,O
,말했다,O,O
,[UNK],O,O
,고,O,O
,전했다,O,O
,[SEP],O,O
Sentence 2476,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,일본,O,O
,##군,O,O
,위안부,O,O
,동원,O,O
,[UNK],O,O
,모집,O,O
,[UNK],O,O
,이,O,O
,##송,O,O
,##의,O,O
,강제,O,O
,##성은,O,O
,부정,O,O
,##할,O,O
,수,O,O
,없는,O,O
,역사적,O,O
,사실,O,O
,##로서,O,O
,피해자,O,O
,할머니,O,O
,##들의,O,O
,생생한,O,O
,증언,O,O
,##이야말로,O,O
,일본,O,O
,##군에,O,O
,의한,O,O
,위안부,O,O
,동원,O,O
,##의,O,O
,강제,O,O
,##성을,O,O
,입증,O,O
,##하는,O,O
,그,O,O
,어느,O,O
,문,O,O
,##건,O,O
,##보다도,O,O
,강력,O,O
,##하고,O,O
,분명한,O,O
,증거,O,O
,##로,O,O
,일본,O,O
,스스로,O,O
,##도,O,O
,인정한,O,O
,바,O,O
,있으며,O,O
,국제,O,O
,##사회,O,O
,역시,O,O
,이미,O,O
,명확히,O,O
,판정을,O,O
,내린,O,O
,사안,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2477,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,이번,O,O
,3,O,O
,##자,O,O
,회의,O,O
,##의,O,O
,가장,O,O
,중요한,O,O
,이유는,O,O
,설,O,O
,##리,O,O
,##번,O,O
,보좌,O,O
,##관과,O,O
,우리,O,O
,팀이,O,O
,북한에,O,O
,대한,O,O
,우리의,O,O
,정책,O,O
,검토,O,O
,##를,O,O
,설명하고,O,O
,논의,O,O
,##할,O,O
,기회를,O,O
,부여,O,O
,##한다는,O,O
,점,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2478,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,이런,O,O
,평가는,O,O
,버,O,O
,##마,O,O
,정부에,O,O
,대한,O,O
,대외,O,O
,원조,O,O
,##에,O,O
,대해,O,O
,일정한,O,O
,제약,O,O
,##을,O,O
,촉,O,O
,##발,O,O
,##할,O,O
,것이며,O,O
,",",O,O
,우리는,O,O
,최근,O,O
,사태,O,O
,##와,O,O
,관련해,O,O
,우리,O,O
,원조,O,O
,프로그램에,O,O
,대한,O,O
,광,O,O
,##범위,O,O
,##한,O,O
,재,O,O
,##검,O,O
,##토를,O,O
,진행할,O,O
,것,O,O
,[UNK],O,O
,이라,O,O
,##면서,O,O
,[UNK],O,O
,버,O,O
,##마,O,O
,##인들에게,O,O
,직접적으로,O,O
,수혜,O,O
,##가,O,O
,돌아가는,O,O
,프로그램은,O,O
,계속,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2479,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리는,O,O
,한,O,O
,[UNK],O,O
,일,O,O
,정상회담,O,O
,##을,O,O
,비롯한,O,O
,양국,O,O
,간,O,O
,대화,O,O
,##에,O,O
,[UNK],O,O
,열린,O,O
,마음,O,O
,[UNK],O,O
,을,O,O
,갖고,O,O
,일본,O,O
,측의,O,O
,호응을,O,O
,기대,O,O
,##했다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,실무,O,O
,선에서,O,O
,논의,O,O
,##되던,O,O
,한,O,O
,[UNK],O,O
,일,O,O
,정상회담,O,O
,##이,O,O
,일본,O,O
,측의,O,O
,거부,O,O
,##로,O,O
,끝내,O,O
,무산,O,O
,##된,O,O
,것은,O,O
,아쉬운,O,O
,대목,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2480,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리는,O,O
,정상,O,O
,##들이,O,O
,(,O,O
,양국,O,O
,간,O,O
,),O,O
,관계를,O,O
,관리하는,O,O
,##데,O,O
,있어서,O,O
,더,O,O
,많은,O,O
,역할을,O,O
,하는,O,O
,것이,O,O
,매우,O,O
,중요하다고,O,O
,생각한다,O,O
,[UNK],O,O
,고,O,O
,강조했다,O,O
,[SEP],O,O
Sentence 2481,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리는,O,O
,우리,O,O
,##대로,O,O
,상당히,O,O
,세부,O,O
,##적인,O,O
,검토,O,O
,##가,O,O
,돼,O,O
,있고,O,O
,",",O,O
,미국은,O,O
,미국,O,O
,측,O,O
,##대로,O,O
,그런,O,O
,검토,O,O
,##가,O,O
,돼,O,O
,있다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,안보,O,O
,##리,O,O
,결의,O,O
,22,O,O
,##70,O,O
,##호가,O,O
,초,O,O
,##강력,O,O
,결의,O,O
,##이지만,O,O
,어떤,O,O
,[UNK],O,O
,루프,O,O
,##홀,O,O
,(,O,O
,lo,O,O
,##op,O,O
,##h,O,O
,##ol,O,O
,##e,O,O
,[UNK],O,O
,구멍,O,O
,),O,O
,[UNK],O,O
,이,O,O
,있다면,O,O
,최대한,O,O
,##도로,O,O
,막아,O,O
,##보자,O,O
,##는,O,O
,분위기가,O,O
,있고,O,O
,",",O,O
,실제,O,O
,북한의,O,O
,추가,O,O
,도발,O,O
,##시,O,O
,(,O,O
,제재,O,O
,논의가,O,O
,),O,O
,속도를,O,O
,받지,O,O
,않을까,O,O
,생각하고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2482,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리가,O,O
,이번,O,O
,주말,O,O
,본,O,O
,것은,O,O
,(,O,O
,안보,O,O
,##리가,O,O
,제재,O,O
,##한,O,O
,),O,O
,그런,O,O
,범,O,O
,##주에,O,O
,해당,O,O
,##하지,O,O
,않는다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,북한이,O,O
,다양한,O,O
,(,O,O
,무기,O,O
,),O,O
,체계를,O,O
,시험,O,O
,##하는,O,O
,것은,O,O
,흔한,O,O
,관,O,O
,##행,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2483,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리,O,O
,정부,O,O
,입장에,O,O
,##선,O,O
,남은,O,O
,임기,O,O
,동안,O,O
,어떻게,O,O
,남북,O,O
,##관계,O,O
,##나,O,O
,한반도,O,O
,비핵,O,O
,##화,O,O
,상황을,O,O
,안정,O,O
,##화,O,O
,##시켜,O,O
,다음,O,O
,정부에,O,O
,넘겨,O,O
,##주,O,O
,##느냐,O,O
,##가,O,O
,가장,O,O
,큰,O,O
,하나의,O,O
,목표,O,O
,##라고,O,O
,생각한다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2484,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,요청,O,O
,##받은,O,O
,정보,O,O
,중,O,O
,일부,O,O
,정보는,O,O
,법인,O,O
,(,O,O
,경,O,O
,##문,O,O
,##협,O,O
,),O,O
,의,O,O
,경영,O,O
,##정보,O,O
,##라는,O,O
,점을,O,O
,고려할,O,O
,필요도,O,O
,있었다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2485,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,외교,O,O
,##는,O,O
,양국,O,O
,간,O,O
,입장,O,O
,##차를,O,O
,좁,O,O
,##혀,O,O
,##나가고,O,O
,공동,O,O
,##의,O,O
,이익,O,O
,##은,O,O
,확대,O,O
,##하는,O,O
,과정,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,한,O,O
,[UNK],O,O
,미,O,O
,간,O,O
,협의,O,O
,##는,O,O
,상호,O,O
,바람직한,O,O
,바람,O,O
,##으로,O,O
,아주,O,O
,진지,O,O
,##하고,O,O
,속도,O,O
,##감,O,O
,있게,O,O
,이뤄,O,O
,##지고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,.,O,O
,[SEP],O,O
Sentence 2486,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,앞으로,O,O
,i,O,O
,##oc,O,O
,##와,O,O
,no,O,O
,##c,O,O
,##의,O,O
,협의,O,O
,과정,O,O
,##과,O,O
,베이징,O,O
,##올림픽,O,O
,준비,O,O
,절차,O,O
,진행,O,O
,상황,O,O
,등을,O,O
,지켜,O,O
,##보면서,O,O
,판단을,O,O
,해야,O,O
,할,O,O
,것,O,O
,같다,O,O
,[UNK],O,O
,면,O,O
,##서도,O,O
,[UNK],O,O
,현재까지,O,O
,##는,O,O
,베이징,O,O
,##올림픽,O,O
,출전,O,O
,##권을,O,O
,개인적으로,O,O
,확보,O,O
,##한,O,O
,북한,O,O
,선수는,O,O
,없는,O,O
,것으로,O,O
,안다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2487,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,실무,O,O
,##그룹,O,O
,##이,O,O
,새로운,O,O
,체제,O,O
,##로,O,O
,전환,O,O
,##하기에,O,O
,적절한,O,O
,시기에,O,O
,대비,O,O
,##하기,O,O
,위해,O,O
,정책,O,O
,##과,O,O
,실행,O,O
,계획을,O,O
,준비하고,O,O
,있다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,기존,O,O
,여행,O,O
,제한,O,O
,##조치,O,O
,##는,O,O
,당분간,O,O
,유지,O,O
,##될,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2488,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,사드,O,O
,##는,O,O
,날로,O,O
,점,O,O
,##증,O,O
,##하고,O,O
,있는,O,O
,북한의,O,O
,핵,O,O
,및,O,O
,미사일,O,O
,위협,O,O
,##에,O,O
,대응,O,O
,##하기,O,O
,위한,O,O
,방어,O,O
,##적,O,O
,무기,O,O
,##체계,O,O
,##로서,O,O
,",",O,O
,중국의,O,O
,안보,O,O
,##를,O,O
,위협,O,O
,##한다는,O,O
,것은,O,O
,사실이,O,O
,아니며,O,O
,점에,O,O
,대해서는,O,O
,많은,O,O
,국내외,O,O
,전문가,O,O
,##들도,O,O
,판단을,O,O
,같이,O,O
,##하고,O,O
,있다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,그럼에도,O,O
,중국의,O,O
,인민,O,O
,##일보,O,O
,##가,O,O
,사드,O,O
,배치,O,O
,##는,O,O
,이,O,O
,지역의,O,O
,전략적,O,O
,균형,O,O
,##과,O,O
,중국의,O,O
,안보,O,O
,이익을,O,O
,해,O,O
,##친다,O,O
,##는,O,O
,일방,O,O
,##적인,O,O
,주장을,O,O
,하고,O,O
,있는,O,O
,것은,O,O
,유,O,O
,##감이,O,O
,##다,O,O
,[UNK],O,O
,라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2489,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,사드,O,O
,배치,O,O
,결정을,O,O
,하게,O,O
,된,O,O
,근본,O,O
,원인은,O,O
,북한의,O,O
,점,O,O
,##증,O,O
,##하는,O,O
,핵,O,O
,및,O,O
,미사일,O,O
,위협,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,사드,O,O
,배치,O,O
,##에,O,O
,대한,O,O
,불,O,O
,##합리,O,O
,##한,O,O
,문제,O,O
,제기,O,O
,##를,O,O
,할,O,O
,것이,O,O
,아니라,O,O
,한국,O,O
,및,O,O
,중국을,O,O
,포함해,O,O
,국제,O,O
,사회의,O,O
,뜻을,O,O
,외면,O,O
,##한,O,O
,채,O,O
,",",O,O
,핵,O,O
,및,O,O
,미사일,O,O
,개발을,O,O
,고집,O,O
,##하고,O,O
,있는,O,O
,북한에,O,O
,대한,O,O
,강력한,O,O
,경고,O,O
,##의,O,O
,메시지를,O,O
,전하는,O,O
,것이,O,O
,마땅,O,O
,##하다고,O,O
,믿는,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2490,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,비핵,O,O
,##화와,O,O
,관련한,O,O
,모든,O,O
,사안,O,O
,##과,O,O
,보고,O,O
,##된,O,O
,활동을,O,O
,다룰,O,O
,수,O,O
,있도록,O,O
,우리는,O,O
,북한,O,O
,##과의,O,O
,대화를,O,O
,계속,O,O
,추진할,O,O
,것,O,O
,[UNK],O,O
,이라,O,O
,##면서,O,O
,[UNK],O,O
,북한에,O,O
,관련된,O,O
,진,O,O
,##전에,O,O
,대해,O,O
,동맹,O,O
,및,O,O
,파트너,O,O
,##와,O,O
,긴,O,O
,##밀히,O,O
,조율,O,O
,##하고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2491,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,북한의,O,O
,고위,O,O
,##급이,O,O
,내려,O,O
,##왔을,O,O
,때,O,O
,북한,O,O
,##도,O,O
,관계,O,O
,개선,O,O
,##의,O,O
,뜻이,O,O
,있다는,O,O
,것은,O,O
,충분히,O,O
,읽을,O,O
,수,O,O
,있었다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,우리도,O,O
,상대가,O,O
,좋은,O,O
,뜻을,O,O
,전달,O,O
,##했으면,O,O
,일단,O,O
,선의,O,O
,##로,O,O
,이해하고,O,O
,가급적,O,O
,그런,O,O
,방향에,O,O
,맞춰,O,O
,남북,O,O
,##관계가,O,O
,잘,O,O
,전개,O,O
,##될,O,O
,수,O,O
,있도록,O,O
,노력을,O,O
,기울여,O,O
,##야겠다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2492,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,북한은,O,O
,건설,O,O
,초기,O,O
,밤,O,O
,##낮,O,O
,##을,O,O
,가리지,O,O
,않고,O,O
,건물,O,O
,##공사를,O,O
,했다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,지난해,O,O
,10월,O,O
,초,O,O
,##쯤,O,O
,병원,O,O
,건물,O,O
,공사를,O,O
,마무리,O,O
,##한,O,O
,것으로,O,O
,보이지만,O,O
,병원,O,O
,##이,O,O
,가동,O,O
,##되지,O,O
,않고,O,O
,있는,O,O
,것으로,O,O
,안다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2493,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,북한에,O,O
,우,O,O
,##라,O,O
,##늄,O,O
,##이,O,O
,상당,O,O
,##량,O,O
,매장,O,O
,##돼,O,O
,있지만,O,O
,원자력,O,O
,##발전,O,O
,##소는,O,O
,국내외,O,O
,##적으로,O,O
,논란을,O,O
,야기,O,O
,##할,O,O
,수,O,O
,있어,O,O
,내부,O,O
,검토,O,O
,##과정에서,O,O
,배제,O,O
,##했다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2494,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,북,O,O
,[UNK],O,O
,미,O,O
,##가,O,O
,여러,O,O
,이슈,O,O
,##에,O,O
,대한,O,O
,간,O,O
,##극,O,O
,##을,O,O
,좁,O,O
,##혀,O,O
,##왔다,O,O
,[UNK],O,O
,면,O,O
,##서도,O,O
,[UNK],O,O
,비핵,O,O
,##화와,O,O
,관련해,O,O
,중요한,O,O
,영역,O,O
,##의,O,O
,문제는,O,O
,여전히,O,O
,더,O,O
,다룰,O,O
,게,O,O
,남아있,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
